,id,employee_first_name_caller,employee_last_name_caller,email,group_id,employee_first_name_other,employee_last_name_other,badge_serial_number
139,140,Nicholas,Allen,nicholas.allen@acme.com,2.0,Nicholas,Allen,e6edc611-2525-441d-afc0-2057adfd7c91
317,318,Lydia,Hunt,lydia.hunt@acme.com,4.0,Lydia,Hunt,d0d96870-dd74-48bd-9f64-ac88dd6efa74
446,447,Vincent,Barrett,vincent.barrett@acme.com,3.0,Vincent,Barrett,12981d86-73e6-45bc-93c9-c4b1ff034309
488,489,Belinda,Hamilton,belinda.hamilton@acme.com,1.0,Belinda,Hamilton,26c7d195-1fed-48e8-aff8-4c24350aa864
603,604,Kristian,Ryan,kristian.ryan@acme.com,1.0,Kristian,Ryan,e35d933e-51a8-48b3-8880-a3a507ffd02f
720,721,Ellia,Ross,ellia.ross@acme.com,4.0,Ellia,Ross,b06dc9b6-b6ad-4d72-92ae-bf4e6518a512
751,752,Myra,Morrison,myra.morrison@acme.com,8.0,Myra,Morrison,1ab23169-8c64-4672-8fab-a868387b2ded
900,901,Alan,Cunningham,alan.cunningham@acme.com,3.0,Alan,Cunningham,bc0b6054-26ff-4f53-9623-98602d0ce347
1049,1050,William,Hamilton,william.hamilton@acme.com,4.0,William,Hamilton,9fe574e9-6cd6-460f-9d5a-ea344ae7b805
1097,1098,Lydia,Mason,lydia.mason@acme.com,6.0,Lydia,Mason,eff8fe3c-f724-4b03-bac0-12eb7bfcb253
1159,1160,Maya,Adams,maya.adams@acme.com,6.0,Maya,Adams,86a525d9-fcad-48a0-a077-35361179db49
64,65,Lenny,Williams,lenny.williams@acme.com,3.0,Lenny,Williams,17396d53-6ba5-499c-9505-31426779c891
229,230,Evelyn,Ellis,evelyn.ellis@acme.com,4.0,Evelyn,Ellis,e14db179-50b7-4eea-ba8d-0c38ddababef
239,240,Adam,Perry,adam.perry@acme.com,5.0,Adam,Perry,85182c5d-4d2d-45eb-b2ac-5fce8d6b67d7
358,359,Sophia,Watson,sophia.watson@acme.com,1.0,Sophia,Watson,e78c0634-4eb8-45f6-afe3-a6ccc06b0082
389,390,Maximilian,Adams,maximilian.adams@acme.com,2.0,Maximilian,Adams,aa47ad28-6530-4c8b-8ced-40d813b74983
483,484,Rubie,Allen,carlite.allen@acme.com,6.0,Rubie,Allen,4b222386-53ab-4664-9b69-4617e8e1d68a
688,689,Richard,Thomas,richard.thomas@acme.com,1.0,Richard,Thomas,9dd4939b-7cd0-4fcd-ba7a-24b0bd45460c
780,781,Blake,Johnston,blake.torres@acme.com,5.0,Blake,Johnston,fe69c162-b6dd-420d-96ff-8af86598f895
801,802,Arnold,Walker,arnold.walker@acme.com,5.0,Arnold,Walker,6c6f3c31-6522-4045-8955-1231e7816e27
827,828,Adelaide,Payne,adelaide.payne@acme.com,3.0,Adelaide,Payne,dc255b01-e0c1-4b34-ba8b-06f797a71678
994,995,Harold,Stevens,harold.stevens@acme.com,3.0,Harold,Stevens,ade72238-4da5-41b5-9aa0-4495fb3fdf15
1085,1086,John,Nelson,john.nelson@acme.com,5.0,John,Nelson,1cda676a-a6ce-4f99-a5cf-56866af55867
1133,1134,April,Scott,april.scott@acme.com,1.0,April,Scott,3e39526c-b63d-4091-93a5-be7614f27176
3,4,Byron,Jones,byron.jones@acme.com,2.0,Byron,Jones,1867811c-5564-41e8-803a-edcac63c38bb
37,38,Aida,Douglas,aida.douglas@acme.com,2.0,Aida,Douglas,27a404f3-d4be-404e-a7d1-4dc3b2d2cd7e
186,187,Byron,Harrison,byron.harrison@acme.com,3.0,Byron,Harrison,d559b197-c16d-4599-96c1-d44414827216
246,247,Melissa,Barnes,melissa.barnes@acme.com,3.0,Melissa,Barnes,bc78d7e6-c14d-4bf6-ac15-aca8b69388a6
269,270,Deanna,Casey,deanna.casey@acme.com,4.0,Deanna,Casey,0342312c-68ba-4a29-970e-7a36d00bfbd3
281,282,Antony,Baker,antony.baker@acme.com,6.0,Antony,Baker,cb0d8516-9d3a-4b1c-8652-bbb370aeb8d0
294,295,Martin,Adams,martin.adams@acme.com,4.0,Martin,Adams,00367e58-686f-4a95-9c60-9c63aeac5279
558,559,Annabella,Cameron,annabella.cameron@acme.com,3.0,Annabella,Cameron,25e4dd7e-29eb-489c-9cc9-9f69a87f59e0
629,630,Frederick,Kelley,frederick.kelley@acme.com,6.0,Frederick,Kelley,48ffb1e2-2020-4222-ae8a-850b8db1673b
905,906,Belinda,Reed,belinda.reed@acme.com,5.0,Belinda,Reed,bdb6f6ea-e639-48cd-a00f-bec59cbba95b
1167,1168,Lucy,Baker,lucy.baker@acme.com,3.0,Lucy,Baker,21b1b2bb-1c9f-40db-8fd9-015536212581
199,200,Antony,Anderson,antony.anderson@acme.com,2.0,Antony,Anderson,e28dbfca-17d6-496a-a490-e83bb56dd925
406,407,Kevin,Payne,kevin.payne@acme.com,5.0,Kevin,Payne,efeef1e2-60f5-4097-a2e6-5da4e012a446
516,517,Hailey,Chapman,hailey.chapman@acme.com,5.0,Hailey,Chapman,50664f67-2a46-43fa-8392-fa5daa5943b5
612,613,Camila,Barnes,camila.barnes@acme.com,3.0,Camila,Barnes,4352469a-9b0d-49e6-8569-d42e031a0371
687,688,Natalie,Stevens,natalie.stevens@acme.com,6.0,Natalie,Stevens,1abb9a9b-ceff-45f1-a1d0-b4eb9a754b69
809,810,Anna,Harris,anna.harris@acme.com,4.0,Anna,Harris,2188f447-8e63-4fda-bba2-1f37f4312a0e
851,852,Victoria,Cameron,victoria.cameron@acme.com,6.0,Victoria,Cameron,8c3d3365-7cbc-4d04-a36f-6f65337d2898
931,932,Alina,Brown,alina.brown@acme.com,2.0,Alina,Brown,fb33af17-3ca7-4d97-8114-a35e5dcd10fe
1035,1036,Paige,Clark,paige.clark@acme.com,5.0,Paige,Clark,a2790f6f-3d53-4d79-948b-66bc70a8d0e5
1047,1048,Rafael,Harrison,rafael.harrison@acme.com,2.0,Rafael,Harrison,b9b9ce1e-a5e5-424c-a80e-4b93b2c48eed
1112,1113,Freddie,Payne,freddie.payne@acme.com,1.0,Freddie,Payne,78d734e7-1f4b-4730-a8ba-f201659c3994
104,105,Vincent,,vincent.douglas@acme.com,3.0,Vincent,,b723c1cf-c80b-4981-9c02-8503e4fe88eb
212,213,Rebecca,Carroll,rebecca.carroll@acme.com,2.0,Rebecca,Carroll,d4530d6a-7de3-40e4-8d46-87c9c31b96d0
255,256,Evelyn,Hunt,evelyn.hunt@acme.com,6.0,Evelyn,Hunt,1172f1e6-5ec0-4e9f-959d-bfd040e9b8f7
313,314,Melanie,Ryan,melanie.ryan@acme.com,6.0,Melanie,Ryan,f20a666c-d1bf-4642-a516-8ec6696b10e7
471,472,Eddy,Morris,eddy.morris@acme.com,2.0,Eddy,Morris,78f00c77-60a3-4fb5-9b7a-b87d1bfb6637
674,675,Robert,Johnson,robert.johnson@acme.com,5.0,Robert,Johnson,6bd0e9f6-45fa-4a83-ae84-5a006f5adeed
743,744,Charlie,Cunningham,charlie.cunningham@acme.com,,Charlie,Cunningham,c7c53e3d-ba76-444b-a1c0-8a9d887bd303
795,796,Daisy,Johnston,daisy.johnston@acme.com,2.0,Daisy,Johnston,76e1d6da-142d-4d5e-9d3c-3aff070b7d37
810,811,Richard,Cole,richard.cole@acme.com,3.0,Richard,Cole,f32f147f-cc33-46c8-8e76-db796c6756e2
819,820,Nicholas,Spencer,nicholas.spencer@acme.com,5.0,Nicholas,Spencer,e47d95a0-7393-4b81-96c9-a3428cbec1e8
985,986,Tara,Smith,tara.smith@acme.com,1.0,Tara,Smith,64935353-a581-4292-81f1-257c6ff4a709
1015,1016,Tyler,Thomas,tyler.thomas@acme.com,1.0,Tyler,Thomas,a6825796-79b5-4104-9de6-011b2b6594c7
105,106,Kate,Gray,kate.gray@acme.com,3.0,Kate,Gray,34f9a419-bcfd-4e16-92f5-c494b89735a8
264,265,Julian,Kelly,julian.kelly@acme.com,6.0,Julian,Kelly,46d3e5d0-3883-4c45-8742-c6acc4e61e3d
359,360,Vincent,Warren,vincent.warren@acme.com,1.0,Vincent,Warren,5556dcc4-b4f4-41ee-9044-348f20af5740
408,409,Alen,Reed,alen.reed@acme.com,1.0,Alen,Reed,96e40eba-04b5-4a8e-aadb-9b5990886e4f
580,581,Martin,Montgomery,martin.montgomery@acme.com,2.0,Martin,Montgomery,79f5814f-59ca-419d-b810-8c701651c74a
727,728,Kirsten,Fowler,kirsten.fowler@acme.com,2.0,Kirsten,Fowler,17d5b04e-624c-4296-a5d4-2a77564e970c
749,750,,Thomas,deanna.thomas@acme.com,2.0,,Thomas,4e5a5a5d-bae5-467b-a6f4-b69ffb441678
779,780,Luke,Kelley,luke.kelley@acme.com,3.0,Luke,Kelley,01514f4c-7bf6-4524-83ef-807d3f7814b8
857,858,Derek,Turner,derek.turner@acme.com,3.0,Derek,Turner,2dd1a061-5376-40c7-8552-880c46ef7d5e
34,35,Catherine,Harper,catherine.harper@acme.com,7.0,Catherine,Harper,d2935aa1-c14b-4442-be46-691bdad7590f
200,201,Sydney,Robinson,sydney.robinson@acme.com,3.0,Sydney,Robinson,99e5b84f-4096-4d9c-bff4-ab9ed468239a
211,212,Jack,Gibson,jack.gibson@acme.com,6.0,Jack,Gibson,40324429-4e73-4d47-a343-e5c6f0bee5d3
248,249,Carl,Murray,carl.murray@acme.com,5.0,Carl,Murray,59b6a0f0-4955-43a2-a4ef-bb5e1013801e
420,421,Isabella,Andrews,isabella.andrews@acme.com,3.0,Isabella,Andrews,173329b1-02c3-44b2-8e8d-842f2e55d5d2
459,460,Carl,Cole,carl.cole@acme.com,6.0,Carl,Cole,61565f67-5e5a-4f93-9c0a-d7add29b64ba
466,467,Oscar,Hall,oscar.hall@acme.com,3.0,Oscar,Hall,4fe93a2c-b0f0-4022-a7c3-7fdcc51d7b69
518,519,,Stevens,amy.stevens@acme.com,5.0,,Stevens,736819ec-9eae-4575-b6a8-9d6701ca6673
524,525,Albert,Richards,albert.richards@acme.com,4.0,Albert,Richards,7b246dc4-f7fa-40a8-b232-2285ec89b30e
762,763,Rafael,Thompson,rafael.thompson@acme.com,5.0,Rafael,Thompson,2fe7d1cd-7d91-485a-955f-9478e8d6c456
915,916,Agata,Ross,agata.ross@acme.com,6.0,Agata,Ross,2a175d2e-87b5-45b1-981c-5a50b33c0bd5
978,979,Julian,Fowler,julian.fowler@acme.com,5.0,Julian,Fowler,02018c83-6882-46b1-9357-dff847845d2b
1036,1037,Camila,Warren,camila.warren@acme.com,5.0,Camila,Warren,e6520d90-d955-419d-8607-f9624ae7683e
1074,1075,Abigail,Scott,abigail.scott@acme.com,3.0,Abigail,Scott,99c17633-dfe0-4e8f-a395-badfde3c2ce5
1113,1114,Mary,Reed,mary.reed@acme.com,2.0,Mary,Reed,924590e8-a75e-407e-b3dd-98f5bf79cd31
13,14,Ted,Harrison,ted.harrison@acme.com,7.0,Ted,Harrison,93dc172d-be32-468f-93f3-33d2e3459eb8
107,108,Alissa,Stewart,alissa.stewart@acme.com,6.0,Alissa,Stewart,00a288b0-bd20-447b-9a87-7c31c597a7a6
379,380,Ted,Hunt,ted.hunt@acme.com,3.0,Ted,Hunt,2c6341a2-d32c-49a1-aae5-6d470bf5597b
422,423,Tara,Douglas,tara.douglas@acme.com,1.0,Tara,Douglas,29b7b1f4-eb51-4260-b43e-2d4531f94de9
774,775,Freddie,Thomas,freddie.thomas@acme.com,6.0,Freddie,Thomas,94749d94-8bd8-4e62-aa7f-8da9363768a4
930,931,Preston,Hall,preston.hall@acme.com,2.0,Preston,Hall,97982d0e-127f-43d0-bf80-3ca632a2a4d8
1056,1057,Natalie,Harris,natalie.harris@acme.com,6.0,Natalie,Harris,53051947-cb92-4b4a-9fcc-0fe43fc5534d
28,29,Kirsten,Turner,kirsten.turner@acme.com,6.0,Kirsten,Turner,34542bda-765a-4dfb-8e96-4412730d2eb3
42,43,Kelsey,Edwards,kelsey.edwards@acme.com,1.0,Kelsey,Edwards,25f2702e-7392-473c-8903-8423d1f7da65
43,44,Richard,Morris,richard.morris@acme.com,1.0,Richard,Morris,d76cd065-654c-4fbd-b59b-36833b37fe24
119,120,Ryan,Mitchell,ryan.mitchell@acme.com,2.0,Ryan,Mitchell,c2b0827f-b7f0-4d90-a17e-db54e3533487
216,217,Amanda,Campbell,amanda.campbell@acme.com,4.0,Amanda,Campbell,ea4f61c0-a0f4-420c-997b-3c2b095c5834
231,232,Honey,Howard,honey.howard@acme.com,4.0,Honey,Howard,892bea66-4ec6-4af4-aa01-174ae8da0eb8
391,392,Brooke,Bailey,brooke.bailey@acme.com,6.0,Brooke,Bailey,0d22aa1c-faa3-431f-bb32-feb04e6b02e8
412,413,Caroline,Owens,caroline.owens@acme.com,3.0,Caroline,Owens,40e2dda3-3a95-4a99-8e28-d3005c7ae866
583,584,Roland,Williams,roland.williams@acme.com,4.0,Roland,Williams,3205e2b5-04a4-43f5-a211-7df27ec68ae9
606,607,Andrew,Hall,andrew.hall@acme.com,3.0,Andrew,Hall,737ab39f-3459-4c0a-9052-e616aeafec54
744,745,Antony,Jones,antony.jones@acme.com,3.0,Antony,Jones,9f63ca22-fe56-435c-9b2e-ce500d9c96c2
763,764,Aida,Kelley,aida.kelley@acme.com,5.0,Aida,Kelley,4e85019b-c8b7-4c43-ab0a-326346046afd
963,964,Steven,Clark,steven.clark@acme.com,4.0,Steven,Clark,1acaf34a-3e87-4d80-bc5e-c5ed56bf83fd
1020,1021,Julian,Ross,julian.ross@acme.com,3.0,Julian,Ross,824f1169-95fb-4399-b83b-fcd677b8de72
1162,1163,Ted,Craig,ted.craig@acme.com,2.0,Ted,Craig,14aafeeb-61c3-479b-919b-503e78efa544
9,10,Dominik,Robinson,dominik.robinson@acme.com,4.0,Dominik,Robinson,a0f8c733-d0f3-4b1a-ab4b-f78151d0cdeb
62,63,Julia,Mason,julia.mason@acme.com,6.0,Julia,Mason,7d019604-9eaf-4bee-87c8-846910fcf9a8
390,391,Elian,Mason,elian.blake@acme.com,7.0,Elian,Mason,3fd326a7-c03f-47b3-8771-0a1bbfdde211
463,464,Carina,Casey,carina.casey@acme.com,4.0,Carina,Casey,23edab05-2f27-4d8a-8f08-1216c3882d79
657,658,Ted,Allen,ted.allen@acme.com,4.0,Ted,Allen,783482e3-3c2f-4793-885b-00df08bb275e
785,786,Madaline,Murray,madaline.murray@acme.com,2.0,Madaline,Murray,211ac2b7-dbf0-4a14-9fd1-51a966b89d8b
802,803,Abigail,Elliott,abigail.elliott@acme.com,2.0,Abigail,Elliott,0b7e8265-8e84-4da7-b290-8a7076d1670a
888,889,Jordan,Chapman,jordan.chapman@acme.com,6.0,Jordan,Chapman,8a9534dc-2a04-46b2-8b69-0412f634ac26
891,892,Myra,Nelson,myra.nelson@acme.com,1.0,Myra,Nelson,51f88278-7339-43d7-b6df-85fc035a3879
1004,1005,Vivian,Scott,vivian.scott@acme.com,5.0,Vivian,Scott,95f427a0-edf1-4683-b9b3-8f3cea7e28a9
1101,1102,April,Moore,april.moore@acme.com,2.0,April,Moore,73d16084-2346-41f1-8b01-774029b393e8
1132,1133,Amy,Cole,amy.cole@acme.com,3.0,Amy,Cole,56679373-3b61-4b2d-b8b9-d393c92a5a37
305,306,Rosie,Robinson,rosie.robinson@acme.com,4.0,Rosie,Robinson,81a4cadf-bf88-4c58-bf01-05264180b062
788,789,John,Perkins,john.perkins@acme.com,6.0,John,Perkins,1708ad76-9f74-43ad-87c9-9656715dac4c
824,825,Darcy,Ross,darcy.ross@acme.com,2.0,Darcy,Ross,58334bf2-c67a-4e03-bcac-8c5750293a60
834,835,Owen,Ferguson,owen.ferguson@acme.com,2.0,Owen,Ferguson,4858cebb-de2c-4684-9711-c3998be6e8a6
872,873,Kevin,Spencer,kevin.spencer@acme.com,1.0,Kevin,Spencer,f18fc0ce-d65d-4190-bfe5-d3e01244a480
892,893,Anna,Sullivan,anna.sullivan@acme.com,3.0,Anna,Sullivan,82c26d4a-d93d-4869-aa29-328c84eab9c0
894,895,Owen,Stewart,owen.stewart@acme.com,3.0,Owen,Stewart,ca06b3d5-187f-46c9-9686-bf6cec5117ed
1048,1049,Lana,Bailey,lana.bailey@acme.com,2.0,Lana,Bailey,baaa25e6-5b65-43a2-85be-a9df6d3adde3
1090,1091,Harold,Edwards,harold.edwards@acme.com,6.0,Harold,Edwards,0f40c5c6-b9b4-489a-8d5d-f6bc9e1ffddf
1137,1138,Sarah,Elliott,sarah.elliott@acme.com,3.0,Sarah,Elliott,8f65cf5b-02d0-4544-afa9-8d4d02387613
1152,1153,Emily,Wells,emily.wells@acme.com,4.0,Emily,Wells,f4b57e93-d361-4494-83ea-631f1d44b3a4
134,135,Garry,Allen,garry.allen@acme.com,6.0,Garry,Allen,f915417f-dbd3-45cc-bdc6-432a038a6666
146,147,Ashton,Morrison,ashton.morrison@acme.com,4.0,Ashton,Morrison,b995b36b-03d7-48a2-9948-c8ccf08d4a8e
247,248,Briony,Douglas,briony.douglas@acme.com,6.0,Briony,Douglas,9f066d8d-93f4-43ce-b533-5413f8423245
388,389,Frederick,Miller,frederick.miller@acme.com,3.0,Frederick,Miller,51a2cb95-0765-4d3d-9323-2e8c91fe9de6
428,429,Lily,Mitchell,lily.mitchell@acme.com,5.0,Lily,Mitchell,247ad191-9240-45a8-9254-15775a022b84
585,586,Amy,Edwards,amy.edwards@acme.com,5.0,Amy,Edwards,faefdb5a-266a-4c0a-8857-37be40724074
598,599,Vanessa,Brooks,vanessa.brooks@acme.com,1.0,Vanessa,Brooks,0fcee063-6522-4c1f-8814-e135b4443702
658,659,Arthur,Johnston,arthur.johnston@acme.com,2.0,Arthur,Johnston,2798bf3f-e25b-4396-be61-f5802b2adbea
709,710,Penelope,Anderson,penelope.anderson@acme.com,4.0,Penelope,Anderson,e57941f3-2a69-42f8-be7f-728ea2711cc1
836,837,Antony,Morrison,antony.morrison@acme.com,4.0,Antony,Morrison,250ebf41-eba5-47c0-a15e-a25adf3544f5
870,871,Fenton,Gray,fenton.gray@acme.com,3.0,Fenton,Gray,642fa678-99ab-4ed0-b473-1c12bad194c7
1044,1045,Michael,Reed,michael.reed@acme.com,2.0,Michael,Reed,ca8419bc-4124-43eb-b973-31c496faf00e
120,121,Alfred,Morgan,alfred.morgan@acme.com,1.0,Alfred,Morgan,e62763c2-16b5-4db2-bfa2-e18b3c901258
148,149,Violet,Stevens,violet.stevens@acme.com,6.0,Violet,Stevens,8d106afe-ad27-42be-b913-b648f1ce86ff
194,195,Adison,Wright,adison.wright@acme.com,2.0,Adison,Wright,15708c83-1c2e-47b9-9eea-4b6855b9a116
822,823,Abraham,Stewart,abraham.stewart@acme.com,3.0,Abraham,Stewart,94cd8135-28c0-4881-8a09-40392d4cdde7
841,842,Preston,Warren,preston.warren@acme.com,2.0,Preston,Warren,08cbbdae-36f6-42a9-a2f6-916b215ef9f8
1023,1024,Valeria,Taylor,valeria.taylor@acme.com,2.0,Valeria,Taylor,2886f723-81b3-4808-9f7f-7e0d9e7df49c
22,23,Victor,Murray,victor.murray@acme.com,5.0,Victor,Murray,ddaa4596-b6cb-4ff6-b260-c8156a098d2b
26,27,Jordan,Myers,jordan.myers@acme.com,6.0,Jordan,Myers,f17eb203-9663-4707-89f5-5186c0b6ba75
52,53,Joyce,Clark,joyce.clark@acme.com,6.0,Joyce,Clark,10ad4439-ea12-4f6f-b697-e90a8b07d1e6
555,556,Honey,Rogers,honey.rogers@acme.com,5.0,Honey,Rogers,5b934e37-ff8e-4ab3-beb8-2c7ab5f36b1c
584,585,Dominik,Harper,dominik.harper@acme.com,8.0,Dominik,Harper,942bbd70-47f0-401e-a877-23e01f738a53
621,622,Michael,Owens,michael.owens@acme.com,5.0,Michael,Owens,588e81e9-00f3-4ed3-b9b8-8f97e6120dab
638,639,Madaline,Campbell,madaline.campbell@acme.com,4.0,Madaline,Campbell,1352f2e8-7347-4d32-aa39-177e70919c68
848,849,Penelope,Payne,penelope.payne@acme.com,4.0,Penelope,Payne,66917f1b-2f81-45f1-8275-c5e5b82f8c76
1168,1169,Isabella,Kelly,isabella.kelly@acme.com,1.0,Isabella,Kelly,166c587d-8fca-49d5-9517-87572020cb9d
112,113,Lucas,Murray,lucas.murray@acme.com,2.0,Lucas,Murray,5ef86a4c-2ef4-4910-9e83-4265c143252f
123,124,Michael,Johnston,michael.johnston@acme.com,2.0,Michael,Johnston,f948b6b5-6aca-4774-9ba4-934933bf1237
175,176,Cherry,Crawford,cherry.crawford@acme.com,4.0,Cherry,Crawford,3d383854-beb1-4848-8860-6050f141b1b4
252,253,Cherry,Higgins,cherry.higgins@acme.com,6.0,Cherry,Higgins,7cd00f95-dc70-4c96-b742-293762dca764
330,331,Ted,Anderson,ted.anderson@acme.com,3.0,Ted,Anderson,d957e35e-7c39-4ecf-97a2-2cbb05383d44
378,379,Tara,Reed,tara.reed@acme.com,6.0,Tara,Reed,127a3325-f3ba-4885-a8f9-3332b66a68fd
563,564,Lenny,Carroll,lenny.carroll@acme.com,5.0,Lenny,Carroll,05a1788d-c977-41c6-993c-f4f8954b5684
577,578,Edward,Thompson,edward.thompson@acme.com,,Edward,Thompson,e7da5039-7e29-448d-92a6-5028a8a2ca75
614,615,Mike,Ellis,mike.ellis@acme.com,6.0,Mike,Ellis,90b3085c-4f81-491f-a162-abcd17a8a63a
663,664,Freddie,Martin,freddie.martin@acme.com,3.0,Freddie,Martin,0d9fc48e-3038-40c0-9840-3a24040b734d
711,712,,,stella.morrison@acme.com,4.0,,,98bf5f03-5d0c-4c4f-8305-75dcedda2df8
990,991,Henry,Smith,henry.smith@acme.com,3.0,Henry,Smith,ec61e201-787a-47f1-844b-50dc9d22b64e
1094,1095,Kirsten,Hamilton,kirsten.hamilton@acme.com,5.0,Kirsten,Hamilton,503f921e-c282-40c2-8f5c-f5924a3af549
1151,1152,Arthur,Hall,arthur.hall@acme.com,5.0,Arthur,Hall,d457a4e0-a759-41ae-9847-d66805101936
1169,1170,Elian,Foster,elian.foster@acme.com,1.0,Elian,Foster,0f3f3ac9-c6c5-4df5-8f49-510b70b64215
68,69,Savana,Carter,savana.carter@acme.com,5.0,Savana,Carter,e4b8f63a-6339-401d-8922-547128114d79
133,134,Aldus,Cameron,aldus.cameron@acme.com,4.0,Aldus,Cameron,c87c5ad8-36f8-44df-8545-673a8f5868ea
531,532,Valeria,Ryan,valeria.ryan@acme.com,6.0,Valeria,Ryan,70b639e4-d312-4c46-88fe-52033a99fb52
610,611,Alen,Evans,alen.evans@acme.com,1.0,Alen,Evans,6dfd70b6-c66c-437f-bd4b-130cd5896222
664,665,Connie,Payne,connie.payne@acme.com,3.0,Connie,Payne,adb712d0-42cf-4d6a-b986-22bd81ab1379
708,709,Vincent,Thompson,vincent.thompson@acme.com,5.0,Vincent,Thompson,51acb9ec-ffa6-4caf-8680-7bc816dded9c
805,806,Arianna,Clark,arianna.clark@acme.com,2.0,Arianna,Clark,5cb34ffb-e2ea-44d5-95db-e5d83c5e350f
924,925,Carl,Thompson,carl.thompson@acme.com,5.0,Carl,Thompson,ed0a1fb9-1bf6-4214-b447-b5ee109c9577
943,944,,Armstrong,violet.armstrong@acme.com,3.0,,Armstrong,130aea92-db0b-49da-a9fe-867e8e73d7e5
995,996,Adam,Adams,adam.adams@acme.com,6.0,Adam,Adams,895ff0ec-982f-4b5f-b8d6-8656f6b2ceb7
174,175,Deanna,Adams,deanna.adams@acme.com,5.0,Deanna,Adams,1696b188-3368-4147-a356-9ce342557a50
203,204,Sydney,Jones,sydney.jones@acme.com,5.0,Sydney,Jones,4f103b45-9dfc-44f4-a529-9dbb3ca153f7
559,560,Victor,Adams,victor.adams@acme.com,4.0,Victor,Adams,9e89665a-2ebc-405a-ab9e-52f374b2c4e2
576,577,Spike,Howard,spike.howard@acme.com,,Spike,Howard,dd352c16-58e3-482f-b688-214e803f6f8a
768,769,Derek,Martin,derek.martin@acme.com,3.0,Derek,Martin,e9a6bdfc-1f2b-497c-9cda-02952e18df81
914,915,George,Wells,george.wells@acme.com,6.0,George,Wells,b2f9ed4b-a424-4377-a965-6aac72688b8f
1055,1056,Alina,Hamilton,alina.hamilton@acme.com,6.0,Alina,Hamilton,669f86e4-b215-4a87-8b99-2bacd27bc8d0
1108,1109,Andrew,Howard,andrew.howard@acme.com,6.0,Andrew,Howard,2747abf3-3445-4996-ab45-3859ccbf0c2e
65,66,Lyndon,Payne,lyndon.payne@acme.com,2.0,Lyndon,Payne,dac39762-8f83-4a8b-8aec-30643fd8d7a3
149,150,Emma,Payne,emma.payne@acme.com,3.0,Emma,Payne,a451c988-43a9-45bf-abc2-c36ca2c660fd
150,151,John,Davis,john.davis@acme.com,1.0,John,Davis,1df7b5b2-2f85-4b55-98cf-62ff764d38ff
201,202,Alan,Roberts,alan.roberts@acme.com,5.0,Alan,Roberts,3ed075d8-d9fa-4dbf-8a66-b2b788a24854
236,237,Mary,Johnson,mary.johnson@acme.com,2.0,Mary,Johnson,38d09b6f-3ce2-495d-aa4f-1f692f937222
301,302,Kirsten,Harrison,kirsten.harrison@acme.com,6.0,Kirsten,Harrison,365fc40c-7744-434a-96a1-d099d34009fe
309,310,Kellan,Hunt,kellan.hunt@acme.com,6.0,Kellan,Hunt,98b899d5-f001-46fa-87ef-102b9388e77e
324,325,Alisa,Fowler,alisa.fowler@acme.com,3.0,Alisa,Fowler,8ad94a84-63d0-4981-81c4-6ae6bf71b730
494,495,Ryan,Harris,ryan.harris@acme.com,2.0,Ryan,Harris,03db248d-0551-4a90-ad7a-fa2a506618c6
508,509,Jacob,Owens,jacob.owens@acme.com,6.0,Jacob,Owens,11856f3e-b51b-4914-a088-9eb5b32b4f1b
525,526,Lyndon,Brooks,lyndon.brooks@acme.com,5.0,Lyndon,Brooks,41f8858f-9228-4d1a-987b-bb0983457e6f
561,562,Jacob,Johnson,jacob.johnson@acme.com,2.0,Jacob,Johnson,bd2fac5a-d45b-417a-87b4-baae51a47941
640,641,Carlos,Phillips,carlos.phillips@acme.com,1.0,Carlos,Phillips,a4be94ef-e0c1-42bc-859b-687128d1974d
685,686,Stuart,Hunt,stuart.hunt@acme.com,3.0,Stuart,Hunt,adcef390-1225-4ade-91e6-a10896d93853
882,883,Ryan,Crawford,ryan.crawford@acme.com,4.0,Ryan,Crawford,733f76c2-cb10-4c20-887e-52a226ababeb
935,936,Sofia,Barrett,sofia.barrett@acme.com,6.0,Sofia,Barrett,9f86fb31-4e80-4d6b-bc15-eef3271bf8a4
953,954,Rafael,Walker,rafael.walker@acme.com,5.0,Rafael,Walker,ee03d590-dc6a-4071-90de-17d589382ab0
1019,1020,Stella,Clark,stella.clark@acme.com,1.0,Stella,Clark,5ace10ec-3074-4888-8648-692f48c76616
1127,1128,,Kelly,adele.kelly@acme.com,6.0,,Kelly,a1637195-1c88-45ce-aef9-28c0260e746b
1145,1146,Dexter,Armstrong,dexter.armstrong@acme.com,1.0,Dexter,Armstrong,ad5ab7e9-6044-424b-9451-4d565698ef4d
1163,1164,Myra,Elliott,myra.elliott@acme.com,6.0,Myra,Elliott,a45e9047-2c97-4c97-8076-f9dbdb53b817
241,242,Steven,Harrison,steven.harrison@acme.com,4.0,Steven,Harrison,1a3fb31b-e889-4c5f-98c2-56a6e920d664
271,272,Daisy,Sullivan,daisy.sullivan@acme.com,3.0,Daisy,Sullivan,48c7708e-290f-4430-8010-ed1c6e086fd6
369,370,Kimberly,Hill,kimberly.hill@acme.com,2.0,Kimberly,Hill,029c31ec-b216-4112-97bb-8216f67db406
414,415,Abigail,Hill,abigail.hill@acme.com,6.0,Abigail,Hill,95325f59-771c-43f9-9e65-20de1f7c356b
538,539,Adele,Taylor,adele.tirano@acme.com,1.0,Adele,Taylor,3314f866-0fb1-4032-8105-e39e66bb8f40
